Rank,Word,PoS,Collins,knowTag,,Definition,Tag,3151
380,remember,v,5,1,,vt. 记得；牢记；纪念；代…问好,zk gk,
381,foot,n,5,2,重复,n. 脚；英尺；末尾；步调,ielts zk gk,
382,second,m,5,2,重复,n. 秒；瞬间；二等品；第二名,ielts zk gk,
383,boy,n,5,2,,n. 男孩；[美口]男人,zk gk,
384,maybe,r,4,2,,adv. 大概；也许；可能,zk gk,
385,toward,i,,1,,prep. 向；对于；为了；接近,cet4 ky zk gk,
386,able,j,5,2,,adj. 能干的；有能力的；能,zk gk,
387,age,n,5,2,重复,n. 年龄；时代；阶段；寿命，使用年限,toefl ielts zk gk,
388,off,i,5,2,重复,prep. 离开；脱落,zk gk,
389,policy,n,5,0,,n. 政策，方针；保险单,cet4 cet6 ky ielts zk gk,
390,everything,p,5,2,,pron. 每件事物；一切事物,zk gk,
391,love,v,5,2,重复,n. 恋爱；酷爱；亲爱的；喜爱的事物,zk gk,
392,process,n,5,1,重复,vt. 处理；加工,cet4 cet6 ky toefl ielts gk,
393,music,n,5,2,,n. 音乐，乐曲,ielts zk gk,
394,including,i,5,2,,prep. 包含，包括,,
395,consider,v,5,1,,vt. 认为；考虑；细想；考虑到,cet4 cet6 ky toefl zk gk,
396,appear,v,5,1,,vi. 出现；似乎；显得；[法]出庭,cet4 ky toefl zk gk,
397,actually,r,5,1,,adv. 实际上；事实上,cet4 cet6 toefl,
398,buy,v,5,2,重复,vt. 购买；获得；贿赂,zk gk,
399,probably,r,5,1,,adv. 大概；或许；很可能,cet4 cet6 zk gk,
400,human,j,5,2,重复,adj. 人的；人类的,cet4 ky toefl ielts zk gk,
401,wait,v,5,2,重复,vt. 等候；推迟；延缓,zk gk,
402,serve,v,4,1,重复,vt. 招待，供应；为…服务；对…有用；可作…用,zk gk,
403,market,n,5,2,重复,n. 集市；市场；商店；销路；股票市场；行情；市面,ielts zk gk,
404,die,v,5,2,,vi. 死亡；凋零；熄灭,zk gk,
405,send,v,5,2,,vt. 发送，寄；派遣；发射；使进入,zk gk,
406,expect,v,5,1,,vt. 预料；期望；指望；[口]认为,zk gk,
407,home,r,1,2,重复,n. 家，住宅；家乡；产地；避难所,zk gk,
408,sense,n,5,1,重复,n. 感觉，官能；观念；理智；道理,cet4 cet6 ky ielts zk gk,
409,build,v,5,2,重复,vt. 建筑；建立,zk gk,
410,stay,v,5,2,重复,vi. 停留；暂住；停下；坚持,zk gk,
411,fall,v,5,2,重复,vi. 落下；变成；来临；减弱,ielts zk gk,
412,oh,u,5,2,,int. 哦；哎呀（表示惊讶或恐惧等）,gk,
413,nation,n,5,0,,n. 国家；民族；国民,cet4 cet6 ky gk,
414,plan,n,5,2,重复,n. 平面图；计划,ielts zk gk,
415,cut,v,5,2,重复,n. 伤口；切口；削减；（服装等的）式样；[体育]削球；切入；vt. 切割；削减；缩短；刺痛；vi. 切割；相交；切牌；停拍；不出席；adj. 割下的；雕过的；缩减的,ielts zk gk,
416,college,n,4,1,,n. 学院；学会；大学,ielts zk gk,
417,interest,n,5,1,重复,n. 兴趣，爱好；利息；趣味；同行,cet4 cet6 ky toefl ielts zk gk,
418,death,n,4,2,,n. 死；死亡；死神；毁灭,cet4 ky zk gk,
419,course,r,5,1,重复,n. 进程；过程；道路；一道菜,cet4 cet6 ky ielts zk gk,
420,someone,p,4,2,,pron. 有人，某人,zk gk,
421,experience,n,5,1,重复,n. 经验；经历；体验,cet4 cet6 ky ielts zk gk,
422,behind,i,5,2,重复,prep. 支持；落后于；晚于,zk gk,
423,reach,v,5,2,重复,vi. 达到；延伸；传开；伸出手,cet4 cet6 ky zk gk,
424,local,j,5,2,重复,n. 当地居民；本地新闻；局部,cet4 cet6 ky ielts gk,
425,kill,v,5,2,重复,vt. 杀死；扼杀；使终止；抵消,cet4 ky zk gk,
426,six,m,5,2,,num. 六，六个,zk gk,
427,remain,v,5,2,,vi. 保持；依然；留下；剩余；逗留；残存,cet4 cet6 ky zk gk,
428,effect,n,5,1,重复,n. 效果；作用；影响,cet4 cet6 ky toefl ielts gk,
429,use,n,4,2,重复,n. 使用；用途；发挥,zk gk,
430,yeah,u,,2,,adv. [口]是,,
431,suggest,v,5,1,,vt. 提议，建议；启发；使人想起,toefl zk gk,
432,class,n,5,2,,n. 班级；阶级；种类,ielts zk gk,
433,control,n,5,1,重复,n. 控制；管理；抑制；操纵装置,cet4 ky ielts zk gk,
434,raise,v,5,1,重复,vt. 提高；筹集；养育；升起,toefl zk gk,
435,care,n,5,2,重复,n. 照料；忧虑；关怀；谨慎,ielts zk gk,
436,perhaps,r,5,1,,adv. 也许；可能,cet4 cet6 ky zk gk,
437,little,r,5,2,重复,adj. 小的；短暂的；很少的；小巧可爱的,zk gk,
438,late,j,5,2,重复,adj. 迟的；晚的；已故的；最近的,zk gk,
439,hard,j,5,2,重复,adj. 困难的；硬的；猛烈的；确实的；努力的；辛苦的；冷酷无情的；严厉的,ielts zk gk,
440,field,n,4,2,重复,n. 领域；牧场；旷野；战场；运动场,ielts zk gk,
441,else,r,5,2,,adv. 另外；其他；否则,zk gk,
442,pass,v,5,2,重复,n. 及格；经过；护照；途径；[体]传球；vi. 经过；传递；变化；终止；vt. 通过；经过；传递,ielts zk gk,
443,former,d,5,0,,adj. 从前的，前者的；前任的,cet4 ky toefl ielts gk,
444,sell,v,5,2,重复,vt. 销售；出卖；推销；欺骗,zk gk,
445,major,j,5,0,重复,adj. 主要的；主修的；重要的；较多的,cet4 cet6 ky toefl ielts gk,
446,sometimes,r,4,2,,adv. 有时，间或,zk gk,
447,require,v,4,1,,vt. 要求；需要；命令,cet4 cet6 ky zk gk,
448,along,i,5,2,重复,adv. 向前；一起；来到,zk gk,
449,development,n,5,2,,n. 发展；开发；显影；发育；住宅小区（专指由同一开发商开发的）,ielts zk gk,
450,themselves,p,5,1,,pron. 他们自己；他们亲自,zk gk,
451,report,v,5,2,重复,n. 报告；报道；成绩单,ielts zk gk,
452,role,n,5,2,,n. 角色；任务,cet4 cet6 ky toefl ielts zk gk,
453,better,j,5,2,重复,n. 较好者；打赌的人（等于bettor）；长辈,ielts gk,
454,economic,j,5,0,,adj. 经济的，经济上的；经济学的,cet4 cet6 ky toefl ielts,
455,effort,n,5,0,,n. 成就；努力,cet4 cet6 ky zk gk,
456,up,i,2,2,重复,adv. 向上；上涨；起来,zk gk,
457,decide,v,5,1,,vt. 决定；判决；解决,toefl zk gk,
458,rate,n,5,2,重复,n. 比率，率；速度；等级；价格,cet4 cet6 ky ielts gk,
459,strong,j,5,2,,adj. 强壮的；擅长的；坚强的；牢固的,zk gk,
460,possible,j,5,1,,adj. 可能的；合理的；合适的,zk gk,
461,heart,n,4,2,,n. 心脏；要点；感情；勇气；心形,ielts zk gk,
462,drug,n,5,1,重复,n. 毒品；药；滞销货；麻醉药,cet4 cet6 ky zk gk,
463,show,n,5,2,重复,vt. 显示；演出；展出；说明,zk gk,
464,leader,n,5,2,,n. 领导者；首领；指挥者,cet4 cet6 zk gk,
465,light,n,3,2,重复,n. 光，光亮；灯,ielts zk gk,
466,voice,n,4,1,重复,n. 声音；愿望；嗓音；发言权,cet4 cet6 ky zk gk,
467,wife,n,5,2,,n. 妻子，已婚妇女；夫人,zk gk,
468,whole,j,5,2,重复,adj. 完整的；纯粹的,cet4 cet6 ky zk gk,
469,police,n,5,1,重复,n. 警察，警方；治安,cet4 ky ielts zk gk,
470,mind,n,3,2,重复,n. 智力；理智，精神；意见；记忆力,ielts zk gk,
471,finally,r,4,1,,adv. 终于；最后；决定性地,cet4 ky,
472,pull,v,4,2,重复,vt. 拉；拖；拔,toefl ielts zk gk,
473,return,v,5,2,重复,vt. 返回；报答；n. 返回；归还；回球；vi. 返回；报答；adj. 报答的；回程的；返回的,ielts zk gk,
474,free,j,5,2,重复,adj. 自由的，不受约束的；免费的；游离的,zk gk,
475,military,j,5,0,重复,adj. 军事的；军人的；适于战争的,cet4 cet6 ky toefl,
476,price,n,5,2,重复,n. 价格；代价；价值,ielts zk gk,
477,report,n,5,2,重复,n. 报告；报道；成绩单,ielts zk gk,
478,less,r,5,2,重复,adv. 较少地；较小地；更小地,cet4 ky gk,
479,according,i,,1,,adj. 相符的,,
480,decision,n,5,1,,n. 决定，决心；决议,cet4 cet6 ky ielts zk gk,
481,explain,v,4,2,,v. 说明；解释,cet4 cet6 ky zk gk,
482,son,n,5,2,,n. 儿子；男性后裔；孩子（对年轻人的称呼）,zk gk,
483,hope,v,5,2,重复,n. 希望；信心；期望,zk gk,
484,even,c,1,2,重复,adj. 偶数的；相等的；平坦的,toefl ielts zk gk,
485,develop,v,5,2,,vt. 开发；使成长；进步；使显影,toefl zk gk,
486,view,n,5,2,重复,n. 风景；意见；视野；观察,cet4 cet6 ky ielts gk,
487,relationship,n,4,1,,n. 关联；关系,cet4 cet6 ky ielts gk,
488,carry,v,5,2,,vt. 拿，扛；搬运；携带；支持,ielts zk gk,
489,town,n,5,2,,n. 城镇，市镇；市内商业区,ielts zk gk,
490,road,n,5,2,,n. 道路；公路，马路；手段,ielts zk gk,
491,drive,v,5,1,重复,vi. 开车；猛击；飞跑,zk gk,
492,arm,n,5,2,重复,n. 手臂；袖子；武器；装备,zk gk,
493,TRUE,j,4,2,,adj. 真实的；正确的,zk gk,
494,federal,j,4,0,,adj. 联邦的；同盟的,cet4 cet6 ky toefl,
495,break,v,5,2,重复,n. 休息，中断；破裂处,ielts zk gk,
496,better,r,5,2,重复,n. 较好者；打赌的人（等于bettor）；长辈,ielts gk,
497,difference,n,4,1,,n. 差异；不同；争执,cet4 ky ielts zk gk,
498,thank,v,5,2,,vt. 感谢,zk gk,
499,receive,v,5,1,,vt. 收到；接待；接纳,zk gk,
500,value,n,5,2,重复,n. 价值；价格；重要性；值；确切涵义,cet4 cet6 ky ielts zk gk,
501,international,j,5,0,,n. 国际比赛；国际性组织,cet4 cet6 ky ielts zk gk,
502,building,n,5,2,,n. 建筑；建筑物,ielts zk gk,
503,action,n,5,2,,n. 行动；活动；功能；情节；战斗,cet4 cet6 ky toefl ielts zk gk,
504,full,j,5,2,重复,adj. 完全的，完整的；满的，充满的；丰满的；丰富的；详尽的；完美的,zk gk,
505,model,n,4,2,重复,n. 模型；模范；模特儿；典型；样式,cet4 ky ielts zk gk,
506,join,v,5,2,,vt. 参加；连接；结合,toefl zk gk,
507,season,n,5,2,重复,n. 时期；季节；赛季；vt. 给…调味；使适应；vi. 变得成熟；变干燥,toefl ielts zk gk,
508,society,n,5,1,,n. 社会；社交界；交往；社团,cet4 cet6 ky zk gk,
509,because,i,5,1,重复,conj. 因为,zk gk,
510,tax,n,5,1,重复,vt. 向…课税；使负重担,cet4 cet6 ky toefl gk,
511,director,n,5,0,,n. 人事助理；导演；主任，主管,cet4 cet6 ky ielts zk gk,
512,early,r,5,1,重复,adj. 早期的；早熟的,zk gk,
513,position,n,5,1,重复,n. 位置，方位；职位，工作；姿态；站位；vt. 安置；把……放在适当位置,cet4 cet6 ky ielts zk gk,
514,player,n,5,2,,n. 演员；演奏者，表演者；运动员，比赛者；游戏者，做游戏的人,cet4 cet6 ielts gk,
515,agree,v,5,2,,vt. 同意；赞成；承认,zk gk,
516,especially,r,4,1,,adv. 特别；尤其；格外,cet4 cet6 ky zk gk,
517,record,n,5,1,重复,vt. 记录，记载；将...录音；标明,cet4 cet6 ky ielts zk gk,
518,pick,v,3,2,重复,vi. 挑选；采摘；挖；vt. 拾取；精选；采摘；掘；n. 选择；鹤嘴锄；挖；[篮球]掩护,ielts zk gk,
519,wear,v,4,1,重复,vt. 穿着，戴；磨损,toefl ielts zk gk,
520,paper,n,5,2,,n. 纸；文件；报纸；论文,ielts zk gk,
521,special,j,5,1,重复,n. 专车；特刊；特价商品；特色菜；特使，特派人员,cet4 cet6 ky ielts zk gk,
522,space,n,4,2,重复,n. 空间；距离；太空,cet4 cet6 ky ielts zk gk,
523,ground,n,5,0,重复,n. 地面；土地；范围；战场,ielts zk gk,
524,form,n,3,2,重复,n. 形式，形状；形态，外形；表格；方式,ielts zk gk,
525,support,v,5,1,重复,vt. 支持，支撑，支援；赡养，供养；扶持，帮助,cet4 cet6 ky ielts gk,
526,event,n,5,2,,n. 事件，大事；结果；项目,cet4 ky ielts gk,
527,official,n,5,1,重复,adj. 正式的；官方的；公务的,cet4 cet6 ky toefl gk,
528,whose,d,5,2,,pron. 谁的（疑问代词）,zk gk,
529,matter,n,5,2,重复,n. 物质；事件；原因,gk,
530,everyone,p,4,2,,pron. 人人；每个人,zk gk,
531,center,n,,2,重复,n. 中心，中央；中心点；中锋,ielts,
532,couple,n,4,1,重复,n. 数个；对；夫妇,cet4 ky toefl zk gk,
533,site,n,4,1,重复,n. 地点；场所；位置,cet4 cet6 ky toefl ielts,
534,end,v,5,2,重复,n. 结束；末端；目标；死亡；尽头,ielts zk gk,
535,project,n,4,2,重复,vi. 设计；表达；计划；投射,cet4 cet6 ky toefl ielts gk,
536,hit,v,5,2,重复,vt. 袭击；碰撞；打击；偶然发现；伤…的感情,cet4 cet6 ky ielts zk gk,
537,base,v,5,2,重复,n. 底部；垒；基础,cet4 ky gk,
538,activity,n,4,1,,n. 活动；活跃；行动,cet4 ky ielts zk gk,
539,star,n,5,2,重复,n. 星，恒星；明星；星形物,ielts zk gk,
540,table,n,4,2,,n. 桌子；表格；平地层,ielts zk gk,
541,need,n,5,2,重复,n. 需要，要求；必要之物；缺乏,zk gk,
542,court,n,2,0,重复,n. 法院；朝廷；球场；奉承,cet4 cet6 ky toefl gk,
543,produce,v,5,2,重复,vt. 生产；引起；创作,cet4 cet6 ky toefl zk gk,
544,eat,v,4,2,,vt. 吃，喝；腐蚀；烦扰,zk gk,
545,American,n,,1,重复,n. 美国人,ielts zk gk,
546,teach,v,4,2,,vt. 教；教授；教导,zk gk,
547,oil,n,5,2,重复,n. 油；石油；油画颜料,cet4 ky ielts zk gk,
548,half,d,5,2,重复,n. 一半；半场；半学年,zk gk,
549,situation,n,5,2,,n. 位置；形势；情况；处境,cet4 cet6 ky zk gk,
550,easy,j,5,2,重复,adj. 容易的；舒适的,zk gk,
551,cost,n,5,2,重复,vt. 花费；使付出；使花许多钱,ielts zk gk,
552,industry,n,5,1,,n. 工业；产业；勤勉,cet4 cet6 ky ielts zk gk,
553,figure,n,5,1,重复,n. 图形；数字；（人的）体形；人物；画像；价格,cet4 cet6 ky toefl ielts gk,
554,face,v,5,2,重复,n. 脸；面容；表面；面子；威信；外观,toefl ielts zk gk,
555,street,n,5,2,,n. 街道,ielts zk gk,
556,image,n,4,2,重复,n. 影像；肖像；想象；偶像,cet4 cet6 ky toefl ielts,
557,itself,p,5,2,,pron. 它本身；它自己,zk gk,
558,phone,n,4,2,重复,n. 电话；耳机，听筒,cet4 ky ielts zk,
559,either,r,5,1,重复,adj. 两者之中任一的；两者之中每一的,zk gk,
560,data,n,4,2,,n. 资料；数据（datum的复数）,cet4 ky ielts gk,
561,cover,v,5,2,重复,vt. 包括；涉及；采访，报导,toefl ielts zk gk,
562,quite,r,5,1,,adv. 很；相当；完全,zk gk,
563,picture,n,4,2,重复,n. 照片，图画；景色；影片；化身,ielts zk gk,
564,clear,j,5,2,重复,adj. 清楚的；清澈的；晴朗的；无罪的,ielts zk gk,
565,practice,n,4,1,重复,n. 练习；实践；惯例,ielts zk gk,
566,piece,n,4,1,重复,n. 件；篇；块；硬币,zk gk,
567,land,n,5,2,重复,n. 陆地；地面；国土,toefl ielts zk gk,
568,recent,j,5,1,,adj. 最近的；近代的,cet4 cet6 ky toefl zk gk,
569,describe,v,5,1,,vt. 描述，形容；描绘,cet4 cet6 ky zk gk,
570,product,n,5,2,,n. 产品；结果；作品；乘积,cet4 cet6 ky ielts gk,
571,doctor,n,4,1,,n. 医生；博士,ielts zk gk,
572,wall,n,5,2,,n. 墙壁，围墙；似墙之物,ielts zk gk,
573,patient,n,4,1,重复,adj. 有耐性的，能容忍的,cet4 cet6 ky zk gk,
574,worker,n,5,2,,n. 工人；劳动者；职蚁,ielts zk gk,
575,news,n,5,2,,n. 新闻，消息；新闻报导,zk gk,
576,test,n,5,2,重复,n. 检验；试验,cet4 cet6 ky ielts zk gk,
577,movie,n,4,2,,n. 电影；电影院；电影业,cet4 ky ielts zk gk,
578,certain,j,3,1,重复,adj. 某一；确信；无疑的；有把握的；必然的,cet4 ky zk gk,
579,north,n,4,1,,n. 北，北方,zk gk,
580,love,n,5,2,重复,n. 恋爱；酷爱；亲爱的；喜爱的事物,zk gk,
581,personal,j,4,1,,adj. 个人的；身体的；亲自的,cet4 cet6 ky ielts zk gk,
582,open,j,5,2,重复,adj. 营业着的；敞开的；空旷的；公开的；坦率的,zk gk,
583,support,n,5,2,重复,vt. 支持，支撑，支援；赡养，供养；扶持，帮助,cet4 cet6 ky ielts gk,
584,simply,r,4,1,,adv. 简单地；朴素地；简直；仅仅；坦白地,gk,
585,third,m,4,1,,num. 第三；三分之一,ielts zk gk,
586,technology,n,4,1,,n. 工艺；术语；技术,cet4 cet6 ky ielts zk gk,
587,catch,v,4,2,重复,vt. 赶上；抓住；感染；了解,ielts zk gk,
588,step,n,5,2,重复,n. 步，脚步；步伐；步骤；梯级,cet4 cet6 ky zk gk,
589,baby,n,4,2,,n. 婴儿，婴孩；孩子气的人,zk gk,
590,computer,n,4,1,,n. 电脑；计算机；电子计算机,ielts zk gk,
591,type,n,4,2,重复,n. 类型，品种；样式；模范,cet4 cet6 ky ielts gk,
592,attention,n,4,1,,n. 注意力；关心；立正！（口令）,cet4 ky toefl ielts zk gk,
593,draw,v,5,2,重复,vt. 画；拉；吸引,toefl zk gk,
594,film,n,5,2,重复,n. 胶卷；电影；薄膜；轻烟,ielts zk gk,
595,Republican,n,4,0,重复,adj. 共和国的；共和政体的；共和主义的；拥护共和政体的,cet4 cet6 ky,
596,tree,n,4,2,,n. 树；树状物；木料,ielts zk gk,
597,source,n,4,2,,n. 来源；原始资料；水源,cet4 cet6 ky ielts,
598,red,j,5,2,,n. 红色，红颜料；赤字,zk gk,
599,nearly,r,4,2,,adv. 差不多，几乎；密切地,toefl zk gk,
600,organization,n,4,1,,n. 组织；机构；团体；体制,cet4 cet6 ky ielts gk,
601,choose,v,4,2,,vt. 选择，决定,cet4 ky toefl zk gk,
602,cause,v,5,1,重复,n. 原因；事业；目标,cet4 cet6 ky toefl ielts zk gk,
603,hair,n,4,2,,n. 头发；毛发；些微,zk gk,
604,look,n,5,2,重复,vt. 看；期待；注意；面向；看上去像,zk gk,
605,point,v,5,2,重复,n. 要点；尖端；得分；标点,cet4 cet6 ky ielts zk gk,
606,century,n,5,1,,n. 世纪，百年；（板球）一百分,cet4 cet6 ky ielts zk gk,
607,evidence,n,4,0,重复,n. 证据，证明；迹象；明显,cet4 cet6 ky toefl ielts gk,
608,window,n,4,2,,n. 窗；窗口；窗户,ielts zk gk,
609,difficult,j,5,1,,adj. 困难的；不随和的；执拗的,ielts zk gk,
610,listen,v,4,2,,vi. 听，倾听；听从，听信,zk gk,
611,soon,r,5,2,重复,adv. 快；立刻；不久，一会儿；宁愿,zk gk,
612,culture,n,4,1,,n. 文化，文明；修养；栽培,cet4 cet6 ky toefl ielts zk gk,
613,billion,m,5,2,,n. 十亿；大量,cet4 cet6 ky toefl gk,
614,chance,n,5,2,,n. 可能性；机会，际遇；运气，侥幸,cet4 ky toefl ielts zk gk,
615,brother,n,5,2,,n. 兄弟；战友；同事,zk gk,
616,energy,n,4,1,,n. 精力；能量；活力；精神,cet4 cet6 ky ielts zk,
617,period,n,4,1,,n. 周期，期间；时期；课时；月经,cet4 cet6 ky toefl ielts zk gk,
618,course,n,5,1,重复,n. 进程；过程；道路；一道菜,cet4 cet6 ky ielts zk gk,
619,summer,n,4,1,,n. 夏季；全盛时期,ielts zk gk,
620,less,d,5,2,重复,adv. 较少地；较小地；更小地,cet4 ky gk,
621,realize,v,4,1,,vt. 实现；了解；将某物卖得；认识到,cet4 cet6 toefl,
622,hundred,m,5,1,,n. 一百；许多,zk gk,
623,available,j,5,1,,adj. 可利用的；有效的，可得的；空闲的,cet4 cet6 ky toefl ielts zk gk,
624,plant,n,5,1,重复,n. 工厂，车间；植物；庄稼；设备,ielts zk gk,
625,likely,j,5,2,重复,adj. 很可能的；合适的；有希望的,cet4 cet6 ky gk,
626,opportunity,n,4,1,,n. 时机，机会,cet4 cet6 ky toefl ielts,
627,term,n,5,2,重复,n. 学期；术语；条款；期限,cet4 cet6 ky toefl ielts zk gk,
628,short,j,2,2,重复,adj. 短的；不足的；急速的；唐突的,ielts zk gk,
629,letter,n,5,2,,n. 字母，文字；信；字面意义；证书；文学，学问,ielts zk gk,
